日期,收盘价,开盘价,最高价,最低价,成交量,涨跌幅,振幅,持仓量,Wind有色指数,上证A股指数,美国:纳斯达克综合指数,美国:标准普尔500指数,标普中国A股质量价值指数,美国:道琼斯工业平均指数,道琼斯全球指数,恒生指数,欧洲证券交易所100指数,标普高盛铝全收益指数,收盘价:沪铝指数
Date,close,open,high,low,volume,pct_chg,swing,oi,wind_nonferrous,sha_ind,nasd_ind,sp500_ind,sp_cna_ind,dj_ind_ind,dj_glo_ind,hs_ind,eu100_ind,sp_al_ind,sh_al_ind
2021-11-30,2625.0000,2647.0000,2660.0000,2610.5000,18947.0000,-0.1901,1.8679,0.0000,1850.94 ,3735.22 ,15537.69 ,4567.00 ,7841.21 ,34483.72 ,553.77 ,23475.26 ,1299.21 ,68.08 ,18942.45 
2021-12-01,2648.0000,2621.0000,2677.5000,2615.0000,20462.0000,0.8762,2.3810,0.0000,1858.77 ,3748.88 ,15254.05 ,4513.04 ,7870.08 ,34022.04 ,552.26 ,23658.92 ,1326.74 ,69.12 ,19163.38 
2021-12-02,2611.0000,2648.5000,2668.5000,2594.5000,19930.0000,-2.0079,2.7946,0.0000,1833.88 ,3745.77 ,15381.32 ,4577.10 ,7793.64 ,34639.79 ,556.41 ,23788.93 ,1307.80 ,67.42 ,18819.25 
2021-12-03,2616.0000,2611.0000,2647.5000,2608.0000,11553.0000,0.6154,1.5128,0.0000,1850.41 ,3780.96 ,15085.47 ,4538.43 ,7847.27 ,34580.08 ,552.02 ,23766.69 ,1298.50 ,68.01 ,19022.98 
2021-12-04,2616.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-12-05,2616.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,552.35 ,#N/A,#N/A,#N/A,#N/A
2021-12-06,2594.0000,2625.0000,2633.0000,2581.5000,11685.0000,-1.1056,1.9687,0.0000,1823.66 ,3762.10 ,15225.15 ,4591.67 ,7727.38 ,35227.03 ,556.50 ,23349.38 ,1314.98 ,67.09 ,18770.34 
2021-12-07,2624.5000,2592.0000,2633.5000,2586.5000,#N/A,1.4104,1.8119,3789.0000,1837.53 ,3768.13 ,15686.92 ,4686.75 ,7661.95 ,35719.43 ,567.94 ,23983.66 ,1356.77 ,68.08 ,18835.77 
2021-12-08,2635.0000,2625.0000,2638.0000,2606.0000,8294.0000,0.2473,1.2193,2829.0000,1841.87 ,3812.71 ,15786.99 ,4701.21 ,7795.61 ,35754.75 ,570.36 ,23996.87 ,1345.27 ,68.06 ,18921.59 
2021-12-09,2627.0000,2622.0000,2650.0000,2616.0000,#N/A,0.0000,1.2903,#N/A,1839.63 ,3849.93 ,15517.37 ,4667.45 ,7787.16 ,35754.69 ,566.78 ,24254.86 ,1338.73 ,68.02 ,18814.13 
2021-12-10,2611.0000,2625.0000,2645.0000,2604.0000,8822.0000,-0.5901,1.5607,2909.0000,1841.77 ,3842.97 ,15630.60 ,4712.02 ,7792.06 ,35970.99 ,568.53 ,23995.72 ,1333.19 ,67.50 ,18951.54 
2021-12-11,2611.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2909.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-12-12,2611.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2909.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,568.47 ,#N/A,#N/A,#N/A,#N/A
2021-12-13,2658.0000,2612.0000,2662.5000,2608.0000,13099.0000,1.9758,2.0873,3061.0000,1844.50 ,3858.42 ,15413.28 ,4668.97 ,7871.68 ,35650.95 ,563.83 ,23954.58 ,1322.64 ,68.69 ,19267.51 
2021-12-14,2622.0000,2655.0000,2665.0000,2622.0000,9941.0000,-1.2057,1.6178,3923.0000,1836.40 ,3837.90 ,15237.64 ,4634.09 ,7901.47 ,35544.18 ,559.70 ,23635.95 ,1311.69 ,68.01 ,19268.32 
2021-12-15,2601.0000,2630.0000,2630.5000,2585.0000,15238.0000,-1.0462,1.7353,0.0000,1810.30 ,3823.12 ,15565.58 ,4709.85 ,7857.01 ,35927.43 ,564.68 ,23420.76 ,1314.70 ,67.21 ,19016.61 
2021-12-16,2681.0000,2605.0000,2690.5000,2604.5000,16177.0000,3.2345,3.3064,0.0000,1823.03 ,3851.90 ,15180.43 ,4668.67 ,7895.43 ,35897.64 ,564.06 ,23475.50 ,1326.28 ,69.07 ,19252.38 
2021-12-17,2733.5000,2676.0000,2749.0000,2674.0000,#N/A,2.4934,2.7975,5017.0000,1852.16 ,3807.11 ,15169.68 ,4620.64 ,7817.26 ,35365.44 ,559.70 ,23192.63 ,1315.69 ,70.64 ,19776.70 
2021-12-18,2733.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5017.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-12-19,2733.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5017.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,559.13 ,#N/A,#N/A,#N/A,#N/A
2021-12-20,2663.0000,2730.5000,2737.5000,2662.0000,12336.0000,-2.2573,2.7620,3922.0000,1826.57 ,3766.39 ,14980.94 ,4568.02 ,7731.79 ,34932.16 ,551.83 ,22744.86 ,1302.63 ,69.17 ,19642.47 
2021-12-21,2768.5000,2675.0000,2775.0000,2675.0000,13671.0000,3.6503,3.7552,6270.0000,1845.50 ,3799.38 ,15341.09 ,4649.23 ,7819.00 ,35492.70 ,561.11 ,22971.33 ,1325.62 ,71.35 ,19647.15 
2021-12-22,2822.0000,2760.0000,2849.0000,2751.0000,21887.0000,2.4691,3.5398,4055.0000,1867.85 ,3796.52 ,15521.89 ,4696.56 ,7937.42 ,35753.89 ,566.18 ,23102.33 ,1339.48 ,73.26 ,20097.29 
2021-12-23,2848.0000,2817.5000,2850.0000,2817.5000,14586.0000,0.8320,1.1517,3939.0000,1884.65 ,3818.35 ,15653.37 ,4725.79 ,7898.84 ,35950.56 ,570.31 ,23193.64 ,1353.32 ,73.85 ,20327.57 
2021-12-24,2820.0000,2845.0000,2851.0000,2814.5000,5767.0000,-0.9136,1.2816,3201.0000,1888.34 ,3791.82 ,#N/A,#N/A,7851.59 ,#N/A,570.53 ,23223.76 ,1349.62 ,#N/A,20203.63 
2021-12-25,2820.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3201.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-12-26,2820.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3201.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,570.51 ,#N/A,#N/A,#N/A,#N/A
2021-12-27,2820.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3201.0000,1870.09 ,3789.51 ,15871.26 ,4791.19 ,7927.58 ,36302.38 ,575.12 ,#N/A,1360.00 ,73.71 ,19691.25 
2021-12-28,2820.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3201.0000,1888.89 ,3804.29 ,15781.72 ,4786.35 ,7927.75 ,36398.21 ,575.62 ,23280.56 ,1365.65 ,73.71 ,19871.66 
2021-12-29,2812.0000,2821.0000,2828.0000,2787.0000,20578.0000,-0.8812,1.4539,5691.0000,1887.97 ,3769.55 ,15766.22 ,4793.06 ,7897.68 ,36488.63 ,575.98 ,23086.54 ,1360.20 ,72.79 ,19928.26 
2021-12-30,2815.0000,2813.5000,2830.5000,2804.5000,12748.0000,0.1601,0.9246,4257.0000,1906.90 ,3792.80 ,15741.56 ,4778.73 ,7990.51 ,36398.08 ,575.52 ,23112.01 ,1365.34 ,73.06 ,20465.18 
2021-12-31,2813.0000,2811.0000,2832.0000,2792.0000,8478.0000,-0.1774,1.4210,3170.0000,1913.80 ,3814.30 ,15644.97 ,4766.18 ,8072.76 ,36338.30 ,575.02 ,23397.67 ,1361.69 ,72.70 ,20396.31 
2022-01-01,2813.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3170.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-01-02,2813.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3170.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,575.04 ,#N/A,#N/A,#N/A,#N/A
2022-01-03,2813.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3170.0000,#N/A,#N/A,15832.80 ,4796.56 ,#N/A,36585.06 ,576.46 ,23274.75 ,1372.06 ,72.70 ,#N/A
2022-01-04,2832.5000,2820.0000,2847.0000,2777.0000,#N/A,0.8905,2.4884,3907.0000,1891.73 ,3806.50 ,15622.72 ,4793.54 ,8170.74 ,36799.65 ,577.56 ,23289.84 ,1383.49 ,73.55 ,20234.79 
2022-01-05,2912.0000,2833.0000,2938.5000,2823.0000,#N/A,2.5713,4.0777,6973.0000,1908.16 ,3767.52 ,15100.17 ,4700.58 ,8103.42 ,36407.11 ,569.92 ,22907.25 ,1388.09 ,75.69 ,20396.99 
2022-01-06,2930.0000,2906.0000,2930.5000,2877.0000,17768.0000,0.2738,1.8372,3001.0000,1903.50 ,3757.99 ,15080.87 ,4696.05 ,8187.91 ,36236.47 ,566.68 ,23072.86 ,1365.17 ,75.67 ,20702.94 
2022-01-07,2922.5000,2930.0000,2980.0000,2898.0000,17907.0000,0.0342,2.7986,3616.0000,1921.58 ,3751.34 ,14935.90 ,4677.03 ,8223.19 ,36231.66 ,565.92 ,23493.38 ,1363.02 ,75.52 ,21122.43 
2022-01-08,2922.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3616.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-01-09,2922.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3616.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,566.15 ,#N/A,#N/A,#N/A,#N/A
2022-01-10,2933.0000,2920.0000,2958.0000,2914.5000,13507.0000,0.6348,1.4885,3349.0000,1927.71 ,3766.03 ,14942.83 ,4670.29 ,8374.09 ,36068.87 ,564.44 ,23746.54 ,1343.97 ,75.93 ,21216.41 
2022-01-11,2983.0000,2953.5000,2985.0000,2932.0000,16115.0000,1.7568,1.8070,6257.0000,1941.30 ,3738.63 ,15153.45 ,4713.07 ,8267.99 ,36252.02 ,569.20 ,23739.06 ,1357.31 ,76.93 ,21483.75 
2022-01-12,2945.0000,2976.0000,3030.0000,2943.5000,21099.0000,-0.8418,2.8998,4320.0000,1977.19 ,3770.09 ,15188.39 ,4726.35 ,8413.40 ,36290.32 ,573.63 ,24402.17 ,1369.84 ,77.27 ,21614.81 
2022-01-13,2958.0000,2950.5000,2977.0000,2937.0000,13191.0000,-0.8215,1.3582,4333.0000,1965.15 ,3725.74 ,14806.81 ,4659.03 ,8244.34 ,36113.62 ,568.52 ,24429.77 ,1369.53 ,76.48 ,21384.34 
2022-01-14,2987.0000,2958.0000,2996.0000,2937.0000,18085.0000,1.1856,1.9946,6483.0000,1975.46 ,3689.96 ,14893.75 ,4662.85 ,8343.41 ,35911.81 ,566.61 ,24383.32 ,1356.84 ,77.20 ,21161.90 
2022-01-15,2987.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6483.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-01-16,2987.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6483.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,566.27 ,#N/A,#N/A,#N/A,#N/A
2022-01-17,3000.0000,2986.0000,3010.0000,2955.0000,9991.0000,0.7895,1.8413,3167.0000,1955.70 ,3711.46 ,#N/A,#N/A,8318.87 ,#N/A,566.94 ,24218.03 ,1361.98 ,#N/A,21140.67 
2022-01-18,3020.0000,2995.0000,3043.0000,2986.0000,16058.0000,0.7674,1.9000,6479.0000,1980.86 ,3741.12 ,14506.90 ,4577.11 ,8244.16 ,35368.47 ,558.03 ,24112.78 ,1347.57 ,78.46 ,21307.26 
2022-01-19,3053.0000,3012.0000,3054.5000,3006.5000,16973.0000,0.9423,1.5894,7961.0000,1978.30 ,3728.82 ,14340.25 ,4532.76 ,8209.07 ,35028.65 ,553.85 ,24127.85 ,1349.54 ,79.15 ,21535.12 
2022-01-20,3115.0000,3047.0000,3123.0000,3017.0000,18023.0000,2.1144,3.4720,46818.0000,2038.35 ,3725.56 ,14154.02 ,4482.73 ,8067.03 ,34715.39 ,552.10 ,24952.35 ,1358.95 ,80.76 ,21474.20 
2022-01-21,3022.5000,3105.0000,3105.0000,3022.0000,20850.0000,-2.8447,2.6645,5378.0000,2039.61 ,3691.48 ,13768.92 ,4397.94 ,7890.06 ,34265.37 ,542.44 ,24965.55 ,1335.09 ,78.86 ,21414.21 
2022-01-22,3022.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5378.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-01-23,3022.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5378.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,542.22 ,#N/A,#N/A,#N/A,#N/A
2022-01-24,3038.0000,3030.0000,3046.5000,3009.0000,14880.0000,-0.0822,1.2407,3302.0000,2023.62 ,3693.10 ,13855.13 ,4410.13 ,7880.38 ,34364.50 ,538.36 ,24656.46 ,1282.86 ,78.62 ,21013.06 
2022-01-25,3095.0000,3039.5000,3099.0000,3030.0000,16132.0000,2.1958,2.2712,6069.0000,1958.68 ,3597.65 ,13539.29 ,4356.45 ,7575.56 ,34297.73 ,532.90 ,24243.61 ,1287.71 ,80.26 ,21050.14 
2022-01-26,3100.0000,3090.0000,3125.0000,3066.0000,13377.0000,0.2587,1.9063,2486.0000,1979.87 ,3621.42 ,13542.12 ,4349.93 ,7624.38 ,34168.09 ,533.44 ,24289.90 ,1314.35 ,80.30 ,21513.09 
2022-01-27,3100.5000,3093.5000,3117.0000,3064.0000,13252.0000,0.2101,1.7097,3475.0000,2015.97 ,3556.99 ,13352.78 ,4326.51 ,7413.19 ,34160.78 ,528.18 ,23807.00 ,1319.57 ,80.47 ,21530.85 
2022-01-28,3060.0000,3099.5000,3134.0000,3040.0000,14266.0000,-1.2425,3.0318,3952.0000,1992.00 ,3522.48 ,13770.57 ,4431.85 ,7416.21 ,34725.47 ,535.88 ,23550.08 ,1307.99 ,80.06 ,21946.93 
2022-01-29,3060.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3952.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-01-30,3060.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3952.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,535.73 ,#N/A,#N/A,#N/A,#N/A
2022-01-31,3025.5000,3061.0000,3084.5000,3017.5000,13204.0000,-1.8491,2.1895,1680.0000,#N/A,#N/A,14239.88 ,4515.55 ,#N/A,35131.86 ,545.37 ,23802.26 ,1318.51 ,78.46 ,#N/A
2022-02-01,3036.0000,3037.5000,3070.0000,3028.0000,11637.0000,0.4965,1.3882,4349.0000,#N/A,#N/A,14346.00 ,4546.54 ,#N/A,35405.24 ,550.13 ,#N/A,1337.19 ,78.70 ,#N/A
2022-02-02,2996.0000,3040.0000,3057.5000,2964.0000,20609.0000,-1.2036,3.0797,9829.0000,#N/A,#N/A,14417.55 ,4589.38 ,#N/A,35629.33 ,554.05 ,#N/A,1337.23 ,77.48 ,#N/A
2022-02-03,3036.0000,2994.0000,3055.0000,2994.0000,10901.0000,1.6745,2.0360,12219.0000,#N/A,#N/A,13878.82 ,4477.44 ,#N/A,35111.16 ,544.59 ,#N/A,1313.75 ,79.16 ,#N/A
2022-02-04,3087.0000,3035.0000,3087.0000,3035.0000,10906.0000,1.2131,1.7128,7907.0000,#N/A,#N/A,14098.01 ,4500.53 ,#N/A,35089.74 ,546.34 ,24573.29 ,1306.44 ,79.78 ,#N/A
2022-02-05,3087.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7907.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-02-06,3087.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7907.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,546.36 ,#N/A,#N/A,#N/A,#N/A
2022-02-07,3134.0000,3090.0000,3138.0000,3089.0000,16573.0000,1.9519,1.5873,3321.0000,2007.39 ,3594.01 ,14015.67 ,4483.87 ,7576.99 ,35091.13 ,546.10 ,24579.55 ,1319.11 ,81.37 ,22250.07 
2022-02-08,3188.0000,3136.0000,3236.0000,3131.5000,24083.0000,1.7880,3.3344,6300.0000,2045.51 ,3618.24 ,14194.46 ,4521.54 ,7677.91 ,35462.78 ,549.20 ,24329.49 ,1319.05 ,82.70 ,22651.66 
2022-02-09,3263.0000,3192.0000,3272.0000,3162.0000,17920.0000,2.5134,3.4504,8536.0000,2036.29 ,3646.86 ,14490.37 ,4587.18 ,7798.54 ,35768.06 ,557.93 ,24829.99 ,1340.07 ,84.81 ,22815.76 
2022-02-10,3238.0000,3263.0000,3333.0000,3234.0000,22457.0000,-0.8573,3.0340,5492.0000,2084.23 ,3653.11 ,14185.64 ,4504.08 ,7818.64 ,35241.59 ,552.82 ,24924.35 ,1336.23 ,84.39 ,23239.72 
2022-02-11,3199.0000,3238.0000,3240.0000,3108.0000,24604.0000,-1.5844,4.0766,7366.0000,2049.89 ,3629.05 ,13791.15 ,4418.64 ,7627.49 ,34738.06 ,544.70 ,24906.66 ,1324.03 ,81.41 ,22635.09 
2022-02-12,3199.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7366.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-02-13,3199.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7366.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,544.63 ,#N/A,#N/A,#N/A,#N/A
2022-02-14,3228.0000,3189.5000,3241.0000,3155.0000,19130.0000,2.9173,2.6883,67096.0000,2058.85 ,3593.40 ,13790.92 ,4401.67 ,7568.52 ,34566.17 ,539.05 ,24556.57 ,1298.61 ,83.53 ,22677.25 
2022-02-15,3194.0000,3223.0000,3233.0000,3170.0000,15921.0000,-0.6377,1.9517,2886.0000,2052.07 ,3611.52 ,14139.76 ,4471.07 ,7610.13 ,34988.84 ,546.43 ,24355.71 ,1315.01 ,83.40 ,22642.87 
2022-02-16,3250.0000,3191.0000,3262.0000,3187.0000,15216.0000,1.3092,2.3482,6117.0000,2053.59 ,3632.27 ,14124.09 ,4475.01 ,7682.42 ,34934.27 ,548.29 ,24718.90 ,1317.69 ,84.63 ,22563.40 
2022-02-17,3258.5000,3250.0000,3282.0000,3224.0000,13660.0000,0.0768,1.7846,3237.0000,2052.34 ,3634.64 ,13716.72 ,4380.26 ,7661.49 ,34312.03 ,540.22 ,24792.77 ,1311.10 ,85.03 ,22530.93 
2022-02-18,3266.5000,3257.0000,3280.5000,3239.5000,11653.0000,-0.0459,1.2582,69288.0000,2089.97 ,3658.50 ,13548.07 ,4348.87 ,7744.07 ,34079.18 ,535.71 ,24327.71 ,1302.45 ,84.87 ,22799.44 
2022-02-19,3266.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69288.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-02-20,3266.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69288.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,535.58 ,#N/A,#N/A,#N/A,#N/A
2022-02-21,3290.0000,3265.5000,3292.0000,3241.0000,9308.0000,0.8429,1.5613,20.0000,2081.13 ,3658.36 ,#N/A,#N/A,7771.36 ,#N/A,533.91 ,24170.07 ,1277.17 ,#N/A,22569.34 
2022-02-22,3303.0000,3285.0000,3380.0000,3285.0000,22299.0000,0.7166,2.8875,4575.0000,2089.34 ,3623.20 ,13381.52 ,4304.76 ,7611.12 ,33596.61 ,528.88 ,23520.00 ,1278.11 ,86.06 ,22908.66 
2022-02-23,3294.0000,3305.0000,3313.5000,3252.0000,14774.0000,-0.2725,1.8619,5437.0000,2079.88 ,3656.72 ,13037.49 ,4225.50 ,7712.68 ,33131.76 ,522.74 ,23660.28 ,1275.59 ,85.67 ,22786.85 
2022-02-24,3365.0000,3288.0000,3480.0000,3287.0000,34961.0000,2.2020,5.8591,6836.0000,2107.92 ,3594.62 ,13473.58 ,4288.70 ,7499.43 ,33223.83 ,519.22 ,22901.56 ,1236.46 ,88.47 ,22927.04 
2022-02-25,3380.0000,3376.0000,3403.0000,3297.0000,20592.0000,-0.4272,3.1501,3791.0000,2064.01 ,3617.17 ,13694.62 ,4384.65 ,7603.30 ,34058.75 ,531.86 ,22767.18 ,1275.75 ,87.41 ,22499.73 
2022-02-26,3380.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3791.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-02-27,3380.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3791.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,531.23 ,#N/A,#N/A,#N/A,#N/A
2022-02-28,3395.0000,3407.0000,3525.0000,3363.5000,31227.0000,1.1169,4.7781,4908.0000,2080.65 ,3628.66 ,13751.40 ,4373.94 ,7619.56 ,33892.60 ,531.73 ,22713.02 ,1268.80 ,87.66 ,22840.18 
2022-03-01,3486.0000,3390.0000,3498.0000,3359.5000,22886.0000,3.4882,4.0795,5678.0000,2081.64 ,3656.55 ,13532.46 ,4306.26 ,7610.09 ,33294.95 ,524.73 ,22761.71 ,1229.68 ,90.54 ,22714.01 
2022-03-02,3576.0000,3487.0000,3597.0000,3468.0000,24913.0000,2.8177,3.7005,6750.0000,2092.13 ,3651.71 ,13752.02 ,4386.54 ,7640.51 ,33891.35 ,529.28 ,22343.92 ,1243.87 ,92.98 ,22940.18 
2022-03-03,3766.5000,3575.5000,3779.5000,3569.0000,33494.0000,5.5338,5.8865,12898.0000,2135.67 ,3648.53 ,13537.94 ,4363.49 ,7655.76 ,33794.66 ,525.98 ,22467.34 ,1216.78 ,96.85 ,23766.86 
2022-03-04,3840.5000,3765.0000,3867.0000,3763.0000,24192.0000,3.3365,2.7612,12009.0000,2125.66 ,3613.44 ,13313.44 ,4328.87 ,7579.88 ,33614.80 ,516.98 ,21905.29 ,1159.76 ,100.46 ,23569.48 
2022-03-05,3840.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12009.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-03-06,3840.5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12009.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,517.06 ,#N/A,#N/A,#N/A,#N/A
2022-03-07,3740.0000,3876.0000,4073.5000,3665.5000,27931.0000,-2.8319,10.6236,6119.0000,2242.13 ,3534.89 ,12830.96 ,4201.09 ,7416.39 ,32817.38 ,502.72 ,21057.63 ,1150.43 ,97.20 ,24041.48 
2022-03-08,3681.0000,3740.0000,3900.0000,3434.0000,32321.0000,-1.5775,12.4599,6740.0000,2330.80 ,3451.81 ,12795.55 ,4170.70 ,7136.33 ,32632.64 ,498.02 ,20765.87 ,1144.44 ,90.65 ,23141.31 
2022-03-09,3301.0000,3680.0000,3680.0000,3300.0000,21458.0000,-5.6318,10.3233,6568.0000,2414.04 ,3412.88 ,13255.55 ,4277.88 ,7014.17 ,33286.25 ,511.72 ,20627.71 ,1210.28 ,86.60 ,21888.55 
2022-03-10,3400.0000,3302.0000,3557.5000,3302.0000,18268.0000,1.7659,7.7401,4494.0000,2336.03 ,3454.57 ,13129.96 ,4259.52 ,7193.81 ,33174.07 ,511.02 ,20890.26 ,1182.49 ,88.90 ,21755.85 
2022-03-11,3480.0000,3400.0000,3515.0000,3387.5000,11287.0000,1.5317,3.7500,66689.0000,2169.56 ,3469.03 ,12843.81 ,4204.31 ,7332.68 ,32944.19 ,505.36 ,20553.79 ,1192.11 ,90.34 ,22033.06 
2022-03-12,3480.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66689.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-03-13,3480.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66689.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,504.74 ,#N/A,#N/A,#N/A,#N/A
2022-03-14,3315.0000,3497.0000,3497.0000,3302.0000,12919.0000,-4.8234,5.6034,3161.0000,2109.01 ,3378.68 ,12581.22 ,4173.11 ,7184.07 ,32945.24 ,501.65 ,19531.66 ,1199.84 ,85.91 ,21862.57 
2022-03-15,3299.0000,3315.0000,3351.5000,3219.5000,15454.0000,-0.6176,3.9819,68230.0000,2077.51 ,3211.42 ,12948.62 ,4262.45 ,6764.62 ,33544.34 ,506.10 ,18415.08 ,1197.16 ,84.87 ,21593.37 
2022-03-16,3265.5000,3288.0000,3375.0000,3245.0000,13639.0000,-0.3661,3.9406,2543.0000,2156.66 ,3323.35 ,13436.55 ,4357.86 ,6917.37 ,34063.10 ,520.22 ,20087.50 ,1244.30 ,84.43 ,21955.59 
2022-03-17,3383.0000,3250.0000,3409.0000,3250.0000,10606.0000,3.8208,4.8691,2732.0000,2103.87 ,3369.75 ,13614.78 ,4411.67 ,7055.09 ,34480.76 ,529.12 ,21501.23 ,1251.90 ,87.79 ,22186.27 
2022-03-18,3388.0000,3380.5000,3460.0000,3357.0000,10848.0000,0.1034,3.0446,4618.0000,2126.68 ,3407.57 ,13893.84 ,4463.12 ,7166.04 ,34754.93 ,533.95 ,21412.40 ,1263.60 ,87.70 ,22808.87 
2022-03-19,3388.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4618.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-03-20,3388.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4618.0000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,533.99 ,#N/A,#N/A,#N/A,#N/A
2022-03-21,3522.0000,3417.0000,3574.0000,3416.0000,13629.0000,4.1704,4.6635,3339.0000,2099.20 ,3410.16 ,13838.46 ,4461.18 ,7197.33 ,34552.99 ,533.28 ,21221.34 ,1262.45 ,91.36 ,23083.49 
2022-03-22,3505.5000,3521.0000,3579.0000,3478.0000,11836.0000,-0.4402,2.8677,2329.0000,2094.99 ,3416.64 ,14108.82 ,4511.61 ,7180.57 ,34807.46 ,538.64 ,21889.28 ,1276.11 ,90.88 ,22932.22 
2022-03-23,3685.0000,3505.0000,3722.0000,3499.0000,11399.0000,5.1505,6.3614,3022.0000,2112.92 ,3428.37 ,13922.60 ,4456.24 ,7248.68 ,34358.50 ,534.81 ,22154.08 ,1262.35 ,94.83 ,23071.43 
